t	x
92.8	1.08887
93	1.09323
93.2	1.11771
93.4	1.1271
93.6	1.17371
93.8	1.1395
94	1.10127
94.2	1.05835
94.4	1.09256
94.6	1.08183
94.8	1.11368
95	1.09893
95.2	1.09993
95.4	1.09859
95.6	1.08552
95.8	1.11167
96	1.1053
96.2	1.12777
96.4	1.17069
96.6	1.16298
96.8	1.15728
97	1.13447
97.2	1.14789
97.4	1.10362
97.6	1.1063
97.8	1.09121
98	1.09926
98.2	1.01911
98.4	1.07847
98.6	1.0835
98.8	1.14185
99	1.11033
99.2	1.15359
99.4	1.11201
99.6	1.05668
99.8	1.01744
100	1.1006
