t	x
106.4	1.26804
106.6	1.27116
106.8	1.26395
107	1.26059
107.2	1.2561
107.4	1.25432
107.6	1.2506
107.8	1.26316
108	1.26101
108.2	1.26577
108.4	1.27097
108.6	1.27258
108.8	1.2633
109	1.26257
109.2	1.25845
109.4	1.24974
109.6	1.2516
109.8	1.25469
110	1.26022
110.2	1.26014
110.4	1.26672
110.6	1.25944
110.8	1.25276
111	1.25112
111.2	1.25487
111.4	1.25134
111.6	1.25718
111.8	1.2667
112	1.26828
112.2	1.26951
112.4	1.27567
112.6	1.27892
112.8	1.2701
113	1.2634
113.2	1.2548
113.4	1.25128
113.6	1.24866
113.8	1.24741
114	1.25453
114.2	1.25562
114.4	1.2575
114.6	1.25504
114.8	1.26367
115	1.26497
115.2	1.27322
115.4	1.2712
115.6	1.2727
115.8	1.26633
116	1.26872
116.2	1.26549
116.4	1.2624
116.6	1.25882
116.8	1.25594
117	1.24904
117.2	1.25099
117.4	1.25235
117.6	1.25312
117.8	1.26755
118	1.26757
118.2	1.26797
118.4	1.26823
118.6	1.27044
118.8	1.26425
119	1.26541
119.2	1.26722
119.4	1.26964
119.6	1.27118
119.8	1.27466
120	1.2768
120.2	1.27202
120.4	1.26705
120.6	1.26284
120.8	1.2591
121	1.25298
121.2	1.25921
121.4	1.26125
121.6	1.26519
121.8	1.25426
122	1.26134
122.2	1.25126
122.4	1.24913
122.6	1.24286
122.8	1.24872
123	1.25063
123.2	1.25472
123.4	1.26115
123.6	1.26622
123.8	1.27031
124	1.26479
124.2	1.26432
124.4	1.2638
124.6	1.25825
124.8	1.25614
125	1.25475
125.2	1.25695
125.4	1.25499
125.6	1.25459
125.8	1.25355
126	1.25821
126.2	1.25193
126.4	1.25119
126.6	1.25812
126.8	1.27251
127	1.27094
127.2	1.27672
127.4	1.27704
127.6	1.2678
127.8	1.25373
128	1.24975
128.2	1.24979
128.4	1.24717
128.6	1.24457
128.8	1.25238
129	1.25624
129.2	1.2579
129.4	1.25517
129.6	1.26467
129.8	1.25631
130	1.25507
130.2	1.252
130.4	1.24886
130.6	1.24458
130.8	1.24637
131	1.24673
131.2	1.24903
131.4	1.26141
131.6	1.26016
131.8	1.25969
132	1.25537
132.2	1.25331
132.4	1.24846
132.6	1.25656
132.8	1.25828
133	1.25937
133.2	1.25645
133.4	1.2606
133.6	1.2532
133.8	1.24398
134	1.24667
134.2	1.24996
134.4	1.24967
134.6	1.25404
134.8	1.26205
135	1.26353
135.2	1.26073
135.4	1.25195
135.6	1.25006
135.8	1.25018
136	1.24625
136.2	1.24248
136.4	1.24679
136.6	1.25473
136.8	1.25691
137	1.25967
137.2	1.26708
137.4	1.26655
137.6	1.25589
137.8	1.25033
138	1.25797
138.2	1.2586
138.4	1.25167
138.6	1.25352
138.8	1.25065
139	1.24522
139.2	1.24243
139.4	1.24692
139.6	1.24581
139.8	1.25259
140	1.24583
140.2	1.24648
140.4	1.24492
140.6	1.24597
140.8	1.24537
141	1.24885
141.2	1.25281
141.4	1.25711
141.6	1.25111
141.8	1.24516
142	1.24604
142.2	1.24334
142.4	1.23909
142.6	1.2495
142.8	1.25842
143	1.25937
143.2	1.25782
143.4	1.26705
143.6	1.26406
143.8	1.26174
144	1.26044
144.2	1.25626
144.4	1.25085
144.6	1.24664
144.8	1.24998
145	1.24792
145.2	1.2624
145.4	1.26243
145.6	1.27014
145.8	1.26654
146	1.2669
146.2	1.25743
146.4	1.25928
146.6	1.24824
146.8	1.2493
147	1.24787
147.2	1.25032
147.4	1.24273
147.6	1.24966
147.8	1.24625
148	1.25435
148.2	1.25024
148.4	1.25792
148.6	1.26169
148.8	1.26446
149	1.2595
149.2	1.26101
149.4	1.25976
149.6	1.25152
149.8	1.25412
150	1.2519
150.2	1.2585
150.4	1.26577
150.6	1.27635
150.8	1.2764
151	1.27645
151.2	1.26546
151.4	1.25207
151.6	1.24588
151.8	1.23527
152	1.24464
152.2	1.24337
152.4	1.24872
152.6	1.25296
152.8	1.26207
153	1.25491
153.2	1.25489
153.4	1.25322
153.6	1.24915
153.8	1.24918
154	1.24533
154.2	1.2488
154.4	1.24587
154.6	1.2328
154.8	1.22483
155	1.21964
155.2	1.22326
155.4	1.22747
155.6	1.24318
155.8	1.24681
156	1.2571
156.2	1.25872
156.4	1.26305
156.6	1.26589
156.8	1.26969
157	1.26143
157.2	1.24854
157.4	1.24337
157.6	1.23523
157.8	1.23832
158	1.24431
158.2	1.255
158.4	1.25742
158.6	1.2547
158.8	1.25083
159	1.24909
159.2	1.24984
159.4	1.24607
159.6	1.24363
159.8	1.24174
160	1.23737
160.2	1.22901
160.4	1.2352
160.6	1.23788
160.8	1.23924
161	1.24102
161.2	1.24692
161.4	1.23809
161.6	1.23557
161.8	1.23262
162	1.23335
162.2	1.22685
162.4	1.22899
162.6	1.2339
162.8	1.24061
163	1.24241
163.2	1.24678
163.4	1.24902
163.6	1.24708
163.8	1.24514
164	1.24395
164.2	1.2411
164.4	1.23129
164.6	1.23285
164.8	1.2218
165	1.23807
